255.0,40.0,283.0,40.0,283.0,433.0,255.0,433.0,凣三反命令公惧遂匿昌岌山洞間三哥知之復
228.0,39.0,254.0,39.0,254.0,187.0,228.0,187.0,索如初竟不䏻得
197.0,58.0,225.0,58.0,225.0,430.0,197.0,430.0,史臣吳士連曰范令公之用心忠矣哉三哥以
165.0,58.0,193.0,58.0,193.0,431.0,165.0,431.0,家臣逐君之鏑而篡其位以昌文為己子假飾
136.0,59.0,164.0,59.0,164.0,430.0,136.0,430.0,之辝爾󰰽得而知幾且當時國人皆已君三可
106.0,56.0,134.0,56.0,134.0,428.0,106.0,428.0,而令公敢匿昌岌欲不絶吳氏之祀也程嬰杵
74.0,57.0,103.0,57.0,103.0,430.0,74.0,430.0,臼之事再見於此󰰽謂一國之大而無忠臣義
50.0,55.0,71.0,55.0,71.0,99.0,50.0,99.0,士哉
22.0,36.0,40.0,36.0,40.0,74.0,22.0,74.0,丁未
28.0,77.0,42.0,77.0,42.0,300.0,28.0,300.0,楊三哥三年後漢髙祖劉知
13.0,76.0,27.0,76.0,27.0,285.0,13.0,285.0,遠?仍稱晋天福十二年
16.0,307.0,39.0,307.0,39.0,385.0,16.0,385.0,是歲晋亡
