252.0,39.0,273.0,39.0,273.0,427.0,252.0,427.0,交止敎民以禮義復以任延爲九真太守延宛人
220.0,39.0,244.0,39.0,244.0,426.0,220.0,426.0,九真俗以漁獵爲業不事耕種延乃敎民墾闢歲
191.0,39.0,214.0,39.0,214.0,427.0,191.0,427.0,歲耕種百姓充給貧民無聘禮者延令長吏以下
161.0,38.0,183.0,38.0,183.0,427.0,161.0,427.0,省俸祿以賑助之同時娶者二千人視事四年召
131.0,39.0,152.0,39.0,152.0,428.0,131.0,428.0,還九真人爲之立祠其生子置名皆曰任焉嶺南
102.0,39.0,124.0,39.0,124.0,158.0,102.0,158.0,文風始二守焉
73.0,40.0,91.0,40.0,91.0,75.0,73.0,75.0,己亥
83.0,80.0,98.0,80.0,98.0,179.0,83.0,179.0,漢光武劉秀
68.0,81.0,82.0,81.0,82.0,182.0,68.0,182.0,建武十五年
73.0,183.0,94.0,183.0,94.0,428.0,73.0,428.0,交趾太守蘇定爲政貪暴徵女
42.0,41.0,64.0,41.0,64.0,135.0,42.0,135.0,王起兵攻之
13.0,77.0,33.0,77.0,33.0,426.0,13.0,426.0,右属于漢自辛未至己亥凣一百四十九年
