249.0,39.0,276.0,39.0,276.0,429.0,249.0,429.0,遂大潰循知必死先鴆妻子召妓妾問曰誰能從
216.0,38.0,244.0,38.0,244.0,428.0,216.0,428.0,我者多云雀鼠貪生就死實難或云官上當死某
186.0,38.0,213.0,38.0,213.0,426.0,186.0,426.0,𡸈願生循乃悉殺諸辞死者因自投于水慧度取
157.0,36.0,182.0,36.0,182.0,346.0,157.0,346.0,其屍斬之并妻子及脱等函首送建康
135.0,36.0,152.0,36.0,152.0,74.0,135.0,74.0,癸丑
141.0,80.0,155.0,80.0,155.0,137.0,141.0,137.0,晋義熙
128.0,79.0,140.0,79.0,140.0,122.0,128.0,122.0,九年
125.0,138.0,151.0,138.0,151.0,429.0,125.0,429.0,春二月林邑王范胡達寇九真慧度
102.0,35.0,121.0,35.0,121.0,94.0,102.0,94.0,擊斬之
71.0,36.0,89.0,36.0,89.0,74.0,71.0,74.0,乙卯
80.0,77.0,93.0,77.0,93.0,136.0,80.0,136.0,晋義熙
66.0,78.0,79.0,78.0,79.0,139.0,66.0,139.0,十一年
65.0,140.0,88.0,140.0,88.0,403.0,65.0,403.0,冬十二月林邑寇交州州將敗之
43.0,35.0,58.0,35.0,58.0,74.0,43.0,74.0,庚申
48.0,78.0,61.0,78.0,61.0,261.0,48.0,261.0,晋恭帝德文元熙二年
34.0,78.0,47.0,78.0,47.0,262.0,34.0,262.0,宋武帝劉裕永初元年
35.0,263.0,57.0,263.0,57.0,423.0,35.0,423.0,秋七月慧度擊林邑
5.0,33.0,32.0,33.0,32.0,424.0,5.0,424.0,大破之斬殺過半林邑乞降許之前後爲所掠者
