343.0,11.0,375.0,11.0,375.0,227.0,343.0,227.0,急筭劍准車𦀊
345.0,283.0,376.0,283.0,376.0,574.0,345.0,574.0,空仍渚易麻𠖤塘𡗶
307.0,12.0,339.0,12.0,339.0,223.0,307.0,223.0,尼𧵆時庄便尼
309.0,285.0,338.0,285.0,338.0,574.0,309.0,574.0,尼賒時庄固㝵芇賒
271.0,11.0,302.0,11.0,302.0,223.0,271.0,223.0,尼払泊倖𡥙茹
269.0,285.0,304.0,285.0,304.0,575.0,269.0,575.0,共冲身戚𫆧𦚐庄埃
234.0,11.0,265.0,11.0,265.0,228.0,234.0,228.0,𫔳茹奔半州台
236.0,283.0,265.0,283.0,265.0,574.0,236.0,574.0,實他固𠬠单差庄𪟽
199.0,11.0,229.0,11.0,229.0,227.0,199.0,227.0,世芇娘共沛𦖑
201.0,282.0,231.0,282.0,231.0,578.0,201.0,578.0,成身耒仕料𧗱州台
162.0,11.0,194.0,11.0,194.0,224.0,162.0,224.0,闭󰅒埃吏別埃
161.0,284.0,194.0,284.0,194.0,572.0,161.0,572.0,油𢚸𣷭𢌌滝𨱽青青
127.0,11.0,157.0,11.0,157.0,227.0,127.0,227.0,娘油庄决順情
127.0,282.0,158.0,282.0,158.0,575.0,127.0,575.0,債𠇮裊畧累𠇮旦娄
90.0,10.0,121.0,10.0,121.0,228.0,90.0,228.0,娘強󰘚塢眉朱
92.0,283.0,122.0,283.0,122.0,575.0,92.0,575.0,強𦖑媒呐強𤴬如寅
53.0,10.0,85.0,10.0,85.0,227.0,53.0,227.0,𢪀𠇮縱坦仕真
55.0,285.0,85.0,285.0,85.0,573.0,55.0,573.0,世弯娘買賒𧵆咀嘆
16.0,8.0,47.0,8.0,47.0,226.0,16.0,226.0,妾如昆燕落弹
16.0,285.0,47.0,285.0,47.0,575.0,16.0,575.0,沛弓𣈙㐌𢜝磐𣛠弓
