260.0,36.0,280.0,36.0,280.0,414.0,260.0,414.0,奉國公黎伯驪及其子普郡公黎克慎文臣吏
232.0,38.0,257.0,38.0,257.0,413.0,232.0,413.0,部尙書御史󰉟都御史東閣大學士八侍經筵
201.0,37.0,228.0,37.0,228.0,410.0,201.0,410.0,舒郡公阮倩及其子阮倦阮俛等各率本部兵
169.0,39.0,197.0,39.0,197.0,411.0,169.0,411.0,百餘夜遁入清華隘䦕請降許之因詣闕拜謁
140.0,36.0,164.0,36.0,164.0,412.0,140.0,412.0,帝大喜賞賜慰勞自是豪傑之士雲集響應莫
113.0,38.0,135.0,38.0,135.0,96.0,113.0,96.0,不歡心
78.0,13.0,103.0,13.0,103.0,99.0,78.0,99.0,辛亥三年
93.0,100.0,105.0,100.0,105.0,200.0,93.0,200.0,莫景曆四年
78.0,101.0,92.0,101.0,92.0,202.0,78.0,202.0,明嘉靖三十年
79.0,203.0,102.0,203.0,102.0,412.0,79.0,412.0,莫使敬典等督兵討莫正
48.0,34.0,73.0,34.0,73.0,409.0,48.0,409.0,中及范子儀于安廣逐之獲子儀送赴京斬之
18.0,34.0,41.0,34.0,41.0,409.0,18.0,409.0,傅首于明明人不受還之正中奔入明國境死
