260.0,31.0,282.0,31.0,282.0,409.0,260.0,409.0,㓂刼憑陵大者結成三十黨小者亦不下數十
235.0,32.0,258.0,32.0,258.0,158.0,235.0,158.0,餘群真定都寕
246.0,159.0,259.0,159.0,259.0,216.0,246.0,216.0,缺姓以
231.0,161.0,244.0,161.0,244.0,199.0,231.0,199.0,下名
233.0,221.0,256.0,221.0,256.0,404.0,233.0,404.0,自稱建國公㨿建昌乙
200.0,33.0,225.0,33.0,225.0,405.0,200.0,405.0,技自稱強國公㨿錦江太國公㨿嘉福華國公
170.0,30.0,194.0,30.0,194.0,404.0,170.0,404.0,㨿快州嚴國公㨿四岐慶國公㨿山陽德國公
140.0,30.0,162.0,30.0,162.0,404.0,140.0,404.0,㨿夏華羙壽侯㨿青波威王莫敬用㨿太原壮
105.0,33.0,133.0,33.0,133.0,405.0,105.0,405.0,王莫敬章㨿天施義國公㨿新興文國公㨿三
77.0,30.0,102.0,30.0,102.0,404.0,77.0,404.0,陽錦國公㨿青池忠國公㨿普安福國公㨿右
48.0,29.0,72.0,29.0,72.0,408.0,48.0,408.0,𨻫大者數千餘人小者七八百人所至民皆響
14.0,28.0,40.0,28.0,40.0,406.0,14.0,406.0,應二十一日各處僞黨並起兵出珥河至菩提
