243.0,28.0,268.0,28.0,268.0,405.0,243.0,405.0,乃是銅印因𭁈文武大臣議復回書𭁈明國讓
214.0,26.0,235.0,26.0,235.0,326.0,214.0,326.0,責明委官王建立回北國𮞏奏明帝
181.0,30.0,206.0,30.0,206.0,405.0,181.0,405.0,明土官受莫敬恭賄賂又𮞏奏明帝許敬恭安
150.0,26.0,173.0,26.0,173.0,176.0,150.0,176.0,𢮿太原髙平地方
119.0,13.0,142.0,13.0,142.0,135.0,119.0,135.0,己亥二十二年
132.0,140.0,146.0,140.0,146.0,197.0,132.0,197.0,明萬曆
116.0,138.0,131.0,138.0,131.0,196.0,116.0,196.0,正二十七
119.0,198.0,145.0,198.0,145.0,405.0,119.0,405.0,年月二十八日少傅瓊郡
88.0,29.0,112.0,29.0,112.0,406.0,88.0,406.0,公阮茂宣卒年八十二茂宣雷陽盛羙人二
59.0,27.0,81.0,27.0,81.0,387.0,59.0,387.0,十八日羙郡公裴文奎觧納僞瑞郡令殺之
29.0,30.0,51.0,30.0,51.0,405.0,29.0,405.0,二月時彰德芝泥監生阮時忱僞稱尚書禮國
2.0,31.0,23.0,31.0,23.0,404.0,2.0,404.0,公青林蔓汭人偽稱少保安國公福禄人偽稱
