256.0,34.0,279.0,34.0,279.0,405.0,256.0,405.0,科給事中黎仁傑爵朗圭男並以奉差徃安廣
225.0,33.0,249.0,33.0,249.0,404.0,225.0,404.0,公務故特許之以陳進朝爲參督兼郡公
195.0,33.0,219.0,33.0,219.0,405.0,195.0,405.0,令旨自今該勘諸司斷已當理而訟人妄自翻
165.0,30.0,189.0,30.0,189.0,405.0,165.0,405.0,襨者各隨訟理大小照官品髙下論謝錢有差
135.0,35.0,160.0,35.0,160.0,366.0,135.0,366.0,東閣大學士范維質卒贈工部右侍郎
106.0,13.0,128.0,13.0,128.0,93.0,106.0,93.0,丙午四年
119.0,97.0,132.0,97.0,132.0,218.0,119.0,218.0,明永曆二十年
105.0,97.0,117.0,97.0,117.0,196.0,105.0,196.0,清康熙五年
107.0,220.0,129.0,220.0,129.0,402.0,107.0,402.0,時莫孽敬宇竊㨿髙平
79.0,30.0,100.0,30.0,100.0,402.0,79.0,402.0,茶毒方民太原藩将通郡公何仕置率本處兵
48.0,31.0,72.0,31.0,72.0,404.0,48.0,404.0,討之爲賊所獲報至王命太傅莅郡公鄭棟爲
18.0,26.0,42.0,26.0,42.0,402.0,18.0,402.0,統領少尉豪郡公黎時憲副之鴻臚寺卿㫧川
