384.0,12.0,416.0,12.0,416.0,207.0,384.0,207.0,房貞所准清閒
391.0,245.0,420.0,245.0,420.0,511.0,391.0,511.0,達床七寶圍幔八仙
352.0,9.0,383.0,9.0,383.0,206.0,352.0,206.0,𫦻鸚䧺𡛔婵娟
356.0,246.0,390.0,246.0,390.0,512.0,356.0,512.0,菲願聘鳯惵緣騎𧏵
319.0,13.0,351.0,13.0,351.0,208.0,319.0,208.0,姅𢆥香焒登燶
324.0,244.0,354.0,244.0,354.0,513.0,324.0,513.0,丈夫率㐌動𢚸𦊚方
286.0,10.0,317.0,10.0,317.0,209.0,286.0,209.0,𬂙潙𡗶𣷭溟濛
289.0,244.0,322.0,244.0,322.0,511.0,289.0,511.0,青鎌鞍馭𨖲塘𥊢𢫝
254.0,13.0,285.0,13.0,285.0,207.0,254.0,207.0,娘浪分𡛔𫳘從
255.0,249.0,287.0,249.0,287.0,512.0,255.0,512.0,払𠫾妾拱决𢚸吀𠫾
219.0,10.0,252.0,10.0,252.0,209.0,219.0,209.0,徐浪心腹相知
223.0,247.0,253.0,247.0,253.0,515.0,223.0,515.0,牢渚脱塊女兒常情
186.0,12.0,218.0,12.0,218.0,209.0,186.0,209.0,包𣇞𨑮萬星兵
190.0,246.0,222.0,246.0,222.0,512.0,190.0,512.0,㗂鉦𠰺坦䏾星葉塘
154.0,14.0,185.0,14.0,185.0,211.0,154.0,211.0,爫朱𤑟󰘚非常
157.0,246.0,188.0,246.0,188.0,511.0,157.0,511.0,碑𣇞些仕逴娘宜家
121.0,17.0,153.0,17.0,153.0,208.0,121.0,208.0,明󰅒𦊚𣷭空茹
124.0,246.0,155.0,246.0,155.0,512.0,124.0,512.0,蹺強添伴別󰑼𠫾兜
90.0,11.0,120.0,11.0,120.0,208.0,90.0,208.0,停𢚸除妬𠃣𥹰
89.0,249.0,123.0,249.0,123.0,509.0,89.0,509.0,迡庒󰑼󰜋𢆥𡢐倍之
57.0,12.0,88.0,12.0,88.0,207.0,57.0,207.0,决𠳒𢴑襖𦋦𠫾
58.0,246.0,88.0,246.0,88.0,511.0,58.0,511.0,󰊄𩄲平㐌典󰠍埮𣾺
22.0,14.0,54.0,14.0,54.0,208.0,22.0,208.0,娘時隻䏾窻梅
22.0,249.0,56.0,249.0,56.0,510.0,22.0,510.0,𣎀輸藤藤𣈜掑扦𩄲
