264.0,16.0,289.0,16.0,289.0,402.0,264.0,402.0,臣爲人清介徃年為頭行人使元回不買一物上
233.0,15.0,259.0,15.0,259.0,405.0,233.0,405.0,皇嘉奬特賜二資故事凣使元回賜爵各二資頭
205.0,15.0,229.0,15.0,229.0,406.0,205.0,406.0,行人以下各一?柄以清介故得二資以陳䧺
173.0,14.0,198.0,14.0,198.0,95.0,173.0,95.0,韬為少傅
145.0,16.0,164.0,16.0,164.0,92.0,145.0,92.0,丁巳四年
153.0,98.0,167.0,98.0,167.0,152.0,153.0,152.0,元延祐
140.0,96.0,152.0,96.0,152.0,133.0,140.0,133.0,四年
141.0,154.0,166.0,154.0,166.0,403.0,141.0,403.0,春三月合䯻天真懿貞徽真惠
110.0,12.0,135.0,12.0,135.0,261.0,110.0,261.0,真聖真五公主徽真適威簡侯
123.0,264.0,137.0,264.0,137.0,280.0,123.0,280.0,缺
110.0,263.0,122.0,263.0,122.0,281.0,110.0,281.0,名
110.0,284.0,135.0,284.0,135.0,403.0,110.0,403.0,𥘉徽真親生母
80.0,13.0,103.0,13.0,103.0,403.0,80.0,403.0,太平陳氏上皇之宫嬪性貪狼每侵奪民田民有
49.0,12.0,74.0,12.0,74.0,402.0,49.0,402.0,愬者帝不付之有司召威簡以狀示之論曰朕不
18.0,13.0,42.0,13.0,42.0,402.0,18.0,402.0,付吏治者辱先皇嬪御也爾宜照狀還民威簡即
