261.0,15.0,286.0,15.0,286.0,409.0,261.0,409.0,主仁柔故人輕易至此日燏從容不應徐令人謂
234.0,15.0,257.0,15.0,257.0,410.0,234.0,410.0,婢曰汝第出處處都有國法又涉獵史籍篤慕玄
203.0,14.0,229.0,14.0,229.0,114.0,203.0,114.0,教通於冲典
215.0,116.0,229.0,116.0,229.0,281.0,215.0,281.0,冲深也飛也虚也老
200.0,116.0,214.0,116.0,214.0,281.0,200.0,281.0,子太盈若虚虚作冲
202.0,283.0,227.0,283.0,227.0,405.0,202.0,405.0,時以該博稱上
170.0,13.0,195.0,13.0,195.0,407.0,170.0,407.0,皇方幼孺在閣有疾常命行安鎮符法其被氅加
136.0,12.0,164.0,12.0,164.0,409.0,136.0,409.0,冠如道士状小君貞肃夫人嘗有私請日燏頷之
108.0,12.0,133.0,12.0,133.0,409.0,108.0,409.0,及出府庭記室以其事呈日燏不之許以親王之
76.0,12.0,101.0,12.0,101.0,410.0,76.0,410.0,貴歴事四朝三領鉅鎮家居無日不開倡優塲作
45.0,11.0,71.0,11.0,71.0,407.0,45.0,407.0,戲樂而人不以為淫較之郭子儀窮奢極欲而人
14.0,12.0,38.0,12.0,38.0,410.0,14.0,410.0,不之非者殆庶幾焉貞肅清化人也故日燏家妾
