249.0,66.0,276.0,66.0,276.0,439.0,249.0,439.0,阮如卿等獲漢倉及其太子芮於髙望山中胡
218.0,64.0,245.0,64.0,245.0,255.0,218.0,255.0,杜范六材阮彦光段󰲧
233.0,257.0,247.0,257.0,247.0,294.0,233.0,294.0,󰲧音
218.0,256.0,232.0,256.0,232.0,274.0,218.0,274.0,蓬
221.0,295.0,246.0,295.0,246.0,438.0,221.0,438.0,皆被擒其餘陳日
189.0,63.0,215.0,63.0,215.0,439.0,189.0,439.0,昭阮飛卿阮謹杜满並以先降惟行遣右參知
159.0,64.0,185.0,64.0,185.0,441.0,159.0,441.0,政事吳免直長喬表赴水死免之死也其妻阮
127.0,68.0,155.0,68.0,155.0,443.0,127.0,443.0,氏仰天嘆曰吾夫事主一生受禄今而死節是
97.0,67.0,122.0,67.0,122.0,443.0,97.0,443.0,得所也又何怨乎妾若苟活𡸈無所之但夫道
66.0,68.0,90.0,68.0,90.0,443.0,66.0,443.0,君恩一時辜負吾不忍也寧相隨耳言訖亦赴
36.0,66.0,60.0,66.0,60.0,107.0,36.0,107.0,水死
7.0,87.0,31.0,87.0,31.0,442.0,7.0,442.0,史臣吳士連曰吳免之妻阮氏非徒死義而
