241.0,28.0,264.0,28.0,264.0,389.0,241.0,389.0,潮土豪范振立陳月湖為王於平灘題招安旗
214.0,31.0,236.0,31.0,236.0,389.0,214.0,389.0,曰忠義軍故明人疑之陳月湖為明人所擒范
187.0,29.0,211.0,29.0,211.0,388.0,187.0,388.0,振遁十二月命陳元樽陳楊庭舊行遣陳彦
158.0,30.0,181.0,30.0,181.0,386.0,158.0,386.0,昭復與范振𠬧兵於平灘未幾潰散奔乂安行
130.0,27.0,153.0,27.0,153.0,386.0,130.0,386.0,在誅僞官陳叔瑤陳日昭及其下六百餘人
102.0,27.0,125.0,27.0,125.0,248.0,102.0,248.0,初明人以陳氏宗室陳叔瑤
113.0,249.0,125.0,249.0,125.0,306.0,113.0,306.0,陳元旦
99.0,252.0,112.0,252.0,112.0,288.0,99.0,288.0,子也
102.0,309.0,122.0,309.0,122.0,389.0,102.0,389.0,守演州舊
71.0,26.0,94.0,26.0,94.0,389.0,71.0,389.0,将軍陳日昭守乂安至是帝即位以不先奉迎
45.0,25.0,68.0,25.0,68.0,66.0,45.0,66.0,誅之
12.0,46.0,37.0,46.0,37.0,388.0,12.0,388.0,史臣吳士連曰天下大乱乂演之人民未知
