252.0,56.0,274.0,56.0,274.0,333.0,252.0,333.0,下凡十年間克平大亂而成帝業
224.0,13.0,245.0,13.0,245.0,55.0,224.0,55.0,戊戌
235.0,59.0,248.0,59.0,248.0,118.0,235.0,118.0,明永樂
221.0,58.0,234.0,58.0,234.0,119.0,221.0,119.0,十六年
217.0,121.0,245.0,121.0,245.0,412.0,217.0,412.0,春正月庚申帝起兵於藍山初明人
187.0,34.0,214.0,34.0,214.0,413.0,187.0,413.0,常授帝官職以誘之帝不屈慨然有󰰻亂之志
156.0,33.0,183.0,33.0,183.0,413.0,156.0,413.0,嘗曰丈夫生世當濟大難立大功流方千載何
127.0,33.0,151.0,33.0,151.0,412.0,127.0,412.0,乃屑血爲人役使乎遂率豪傑建義旗期滅明
94.0,34.0,121.0,34.0,121.0,409.0,94.0,409.0,賊是月初九日明内臣馬騏等大舉兵逼帝於
65.0,31.0,90.0,31.0,90.0,411.0,65.0,411.0,籃山帝乃退兵屯洛水設伏以待之十三日騏
40.0,31.0,62.0,31.0,62.0,325.0,40.0,325.0,等果至帝大縱伏兵衝擊賊軍帝姪
49.0,329.0,61.0,329.0,61.0,408.0,49.0,408.0,一作子明
37.0,326.0,48.0,326.0,48.0,386.0,37.0,386.0,史作弟
10.0,30.0,36.0,30.0,36.0,411.0,10.0,411.0,黎石與諸将丁蒲黎銀黎理等身先陷陣斬首
