247.0,110.0,266.0,110.0,266.0,129.0,247.0,129.0,驗
218.0,52.0,239.0,52.0,239.0,172.0,218.0,172.0,庚戌順天元年
228.0,173.0,241.0,173.0,241.0,254.0,228.0,254.0,宋大中符
217.0,174.0,227.0,174.0,227.0,227.0,217.0,227.0,三年祥
217.0,256.0,238.0,256.0,238.0,436.0,217.0,436.0,春二月車駕回古法賜
188.0,51.0,212.0,51.0,212.0,434.0,188.0,434.0,鄕老錢帛有差遣員外郎梁任文黎再嚴如宋
157.0,52.0,182.0,52.0,182.0,436.0,157.0,436.0,結好帝以華閭城湫隘不足為帝王居欲遷之
130.0,51.0,151.0,51.0,151.0,436.0,130.0,436.0,手詔曰昔商家至盤庚五遷周室迨成王三徙𡸈
101.0,52.0,122.0,52.0,122.0,436.0,101.0,436.0,三代之數君徇于己私妄自遷徙以其圖大宅中
71.0,51.0,93.0,51.0,93.0,437.0,71.0,437.0,為憶萬世子孫之計上謹天命下因民志苟有便
40.0,50.0,65.0,50.0,65.0,434.0,40.0,434.0,輙改故國祚延長風俗富阜而丁黎二家乃徇己
12.0,50.0,35.0,50.0,35.0,436.0,12.0,436.0,私忽天命罔𨂻商周之跡常安厥邑於兹𦤶世代
