251.0,11.0,275.0,11.0,275.0,216.0,251.0,216.0,城以兵窺我邊境大水
225.0,12.0,247.0,12.0,247.0,95.0,225.0,95.0,戊戌五年
236.0,96.0,249.0,96.0,249.0,172.0,236.0,172.0,宋真宗恒
222.0,96.0,235.0,96.0,235.0,170.0,222.0,170.0,咸平元年
222.0,174.0,246.0,174.0,246.0,404.0,222.0,404.0,春三月地震三日夏五月
193.0,12.0,219.0,12.0,219.0,405.0,193.0,405.0,戊午朔日食是月不雨六月不雨民人病咳牛馬
166.0,12.0,190.0,12.0,190.0,245.0,166.0,245.0,多子冬十月丙戌朔日食
137.0,12.0,159.0,12.0,159.0,97.0,137.0,97.0,己亥六年
149.0,98.0,162.0,98.0,162.0,150.0,149.0,150.0,宋咸平
136.0,100.0,148.0,100.0,148.0,137.0,136.0,137.0,二年
133.0,154.0,157.0,154.0,157.0,406.0,133.0,406.0,帝親征何洞等四十九洞及破
105.0,12.0,130.0,12.0,130.0,330.0,105.0,330.0,日則定邊州等處自是諸州洞皆率服
77.0,11.0,99.0,11.0,99.0,99.0,77.0,99.0,更子七年
88.0,100.0,102.0,100.0,102.0,156.0,88.0,156.0,宋咸平
75.0,102.0,87.0,102.0,87.0,140.0,75.0,140.0,三年
76.0,158.0,99.0,158.0,99.0,405.0,76.0,405.0,詔討峯州鄭航陳麗丹長温賊
45.0,11.0,70.0,11.0,70.0,407.0,45.0,407.0,航等奔傘圓大勝明皇后亡擎天王薨命統
15.0,11.0,40.0,11.0,40.0,349.0,15.0,349.0,將徐穆巡海西境吳子安巡北境覘邊情
