242.0,11.0,267.0,11.0,267.0,403.0,242.0,403.0,舘券賜錢遣之明提歸曄欲因此取我越乃上邕
209.0,11.0,236.0,11.0,236.0,404.0,209.0,404.0,州至交州水陸圖宋帝以是近臣曰交州瘴癘若
182.0,11.0,208.0,11.0,208.0,404.0,182.0,404.0,興兵攻取死傷必多當慎守祖宗境土而已事遂
153.0,10.0,177.0,10.0,177.0,403.0,153.0,403.0,寢冬十月丙午帝誕辰以竹作小山一峰賜群
126.0,9.0,147.0,9.0,147.0,132.0,126.0,132.0,臣宴渭龍州
137.0,134.0,150.0,134.0,150.0,192.0,137.0,192.0,今大蛮
123.0,133.0,136.0,133.0,136.0,189.0,123.0,189.0,州氏也
124.0,194.0,147.0,194.0,147.0,340.0,124.0,340.0,献白駒四足生距
98.0,10.0,119.0,10.0,119.0,112.0,98.0,112.0,丁未十四年
107.0,114.0,121.0,114.0,121.0,236.0,107.0,236.0,帝仍應天年號
93.0,117.0,106.0,117.0,106.0,237.0,93.0,237.0,宋景德四年
92.0,239.0,119.0,239.0,119.0,401.0,92.0,401.0,春遣弟明昶掌書記
62.0,10.0,90.0,10.0,90.0,400.0,62.0,400.0,皇成雅献白犀于宋𡴯大藏經文秋八月宋封
32.0,10.0,60.0,10.0,60.0,400.0,32.0,400.0,帝爲交趾郡王領靜海君節度使仍賜名至忠授
2.0,11.0,30.0,11.0,30.0,401.0,2.0,401.0,明厂成雅爵九月鑄交趾郡王印詔廣南轉運使
