231.0,13.0,255.0,13.0,255.0,380.0,231.0,380.0,水泉昭義侯至占昭欲邀功擊之遂敗宣威將軍
200.0,12.0,226.0,12.0,226.0,377.0,200.0,377.0,武斯宏陣前力戰死之上皇聞之曰已誤矣然是
171.0,12.0,195.0,12.0,195.0,381.0,171.0,381.0,行也上皇自将號令嚴明威聲遠震哀牢聞之奔
144.0,11.0,169.0,11.0,169.0,379.0,144.0,379.0,潰及還至白鶴江江中有石堆浩流船多觸閣聞
116.0,10.0,140.0,10.0,140.0,379.0,116.0,379.0,其臣曰輔武大王上皇𡧸禱曰御舟安行則加褒
87.0,11.0,109.0,11.0,109.0,378.0,87.0,378.0,賞後興孝王討沱江蠻泊白鶴江夜夢神曰前年
58.0,12.0,81.0,12.0,81.0,375.0,58.0,375.0,帝有褒賞之命至是無聞興孝王回奏上皇乃加
31.0,13.0,53.0,13.0,53.0,375.0,31.0,375.0,封二字鬼神靈應信不誣矣以武堯佐為入内
5.0,14.0,23.0,14.0,23.0,201.0,5.0,201.0,行遣門下右司郎中堯佐
16.0,203.0,28.0,203.0,28.0,238.0,16.0,238.0,洪州
5.0,206.0,15.0,206.0,15.0,218.0,5.0,218.0,人
5.0,241.0,23.0,241.0,23.0,375.0,5.0,375.0,與弟農上皇當宁
