252.0,13.0,278.0,13.0,278.0,410.0,252.0,410.0,皆清化人而其子皆清化女所出厥後除清化知
221.0,13.0,245.0,13.0,245.0,408.0,221.0,408.0,府每以日燏子孫爲之如國康之於演州是也
189.0,13.0,218.0,13.0,218.0,410.0,189.0,410.0,陳克終卒贈少師克終為人矯情干譽不事家業
160.0,15.0,185.0,15.0,185.0,412.0,160.0,412.0,每日晨入朝則於永昌門尚輦局次歇審觀奏簿
131.0,14.0,155.0,14.0,155.0,222.0,131.0,222.0,以僃陳奏朝退則就東宫
143.0,227.0,158.0,227.0,158.0,285.0,143.0,285.0,明宗時
130.0,226.0,142.0,226.0,142.0,286.0,130.0,286.0,在東宫
130.0,287.0,156.0,287.0,156.0,410.0,130.0,410.0,教授皆強矯爲
99.0,13.0,125.0,13.0,125.0,410.0,99.0,410.0,之常與學士阮士固博戲或二三日夜以斷晝只
68.0,14.0,95.0,14.0,95.0,409.0,68.0,409.0,據枰啜粥不假少息其贏偷止一二緍而用心太
38.0,14.0,63.0,14.0,63.0,409.0,38.0,409.0,苦如此又如朋友周晬落成等日邀請一一皆往
8.0,15.0,32.0,15.0,32.0,410.0,8.0,410.0,甚至醫官家有兼味則就其家軍人供食則嘉其
