254.0,44.0,277.0,44.0,277.0,268.0,254.0,268.0,大越史記本紀全書卷之三
228.0,46.0,249.0,46.0,249.0,107.0,228.0,107.0,李紀
199.0,63.0,221.0,63.0,221.0,152.0,199.0,152.0,聖宗皇帝
208.0,154.0,221.0,154.0,221.0,435.0,208.0,435.0,諱日尊太宗長子也其母金天太
194.0,154.0,207.0,154.0,207.0,431.0,194.0,431.0,后枚氏初夢月入懷因有娠以順
179.0,85.0,192.0,85.0,192.0,435.0,179.0,435.0,天十四年癸亥二月二十五日生于龍德宮
164.0,85.0,177.0,85.0,177.0,436.0,164.0,436.0,天成元年󰀋爲東宫太子太宗崩遂登太寳
150.0,84.0,162.0,84.0,162.0,225.0,150.0,225.0,在位十七年壽五
135.0,86.0,149.0,86.0,149.0,228.0,135.0,228.0,十歲崩于會僊殿
119.0,82.0,133.0,82.0,133.0,436.0,119.0,436.0,帝善於繼承誠心愛民重農恤刑柔遠䏻邇
104.0,85.0,118.0,85.0,118.0,434.0,104.0,434.0,置博士科厚養廉禮文脩武備海内謐寕足
90.0,85.0,102.0,85.0,102.0,374.0,90.0,374.0,爲良主然疲民力以築報天之塔費
75.0,86.0,89.0,86.0,89.0,350.0,75.0,350.0,民財以造霪潭之宫此其所短也
48.0,40.0,70.0,40.0,70.0,207.0,48.0,207.0,乙未龍瑞太平二年
57.0,208.0,70.0,208.0,70.0,251.0,57.0,251.0,宋至和
44.0,209.0,56.0,209.0,56.0,243.0,44.0,243.0,二年
44.0,253.0,67.0,253.0,67.0,437.0,44.0,437.0,春正月修大内諸殿宇
12.0,41.0,38.0,41.0,38.0,437.0,12.0,437.0,二月以誕日爲承天聖節占城來貢冬十
