252.0,44.0,276.0,44.0,276.0,431.0,252.0,431.0,選宗室通武藝明兵法者管之封封弟日燏為
220.0,45.0,244.0,45.0,244.0,414.0,220.0,414.0,昭文王楊安養等自元還順齎元帝回答禮
192.0,45.0,214.0,45.0,214.0,146.0,192.0,146.0,物壬辰十一
203.0,148.0,215.0,148.0,215.0,248.0,203.0,248.0,年宋󰦭淳四
187.0,150.0,201.0,150.0,201.0,248.0,187.0,248.0,年元至元五
191.0,249.0,213.0,249.0,213.0,429.0,191.0,429.0,年春正月帝嘗謂宗室
160.0,44.0,183.0,44.0,183.0,431.0,160.0,431.0,曰天者祖宗之天下承祖宗之業者當與宗室兄
129.0,45.0,152.0,45.0,152.0,431.0,129.0,431.0,弟同享富貴𨿽外以天下奉一人之尊而内則與
101.0,43.0,126.0,43.0,126.0,431.0,101.0,431.0,卿等骨肉同胞憂則共憂樂則共樂卿等當以此
70.0,44.0,94.0,44.0,94.0,432.0,70.0,432.0,語傳之子孫使久勿忘則宗社萬年之福也至是
37.0,46.0,64.0,46.0,64.0,431.0,37.0,431.0,詔宗室王侯朝󰰾入殿内及蘭亭與之飲食或日
13.0,45.0,35.0,45.0,35.0,433.0,13.0,433.0,暮不出則設長󰥺大被連床同宿以篤发愛之情
