362.0,160.0,392.0,160.0,392.0,376.0,362.0,376.0,𦋦𠫾皮𣅶散更
359.0,412.0,393.0,412.0,393.0,672.0,359.0,672.0,𢩮𠓨𧯄󰀎補仃雲仙
322.0,160.0,356.0,160.0,356.0,374.0,322.0,374.0,補耒練匕𨀈連
322.0,415.0,357.0,415.0,357.0,675.0,322.0,675.0,𠖈核𢴿桂措船㐌賖
286.0,158.0,317.0,158.0,317.0,374.0,286.0,374.0,仙浪各注迻些
286.0,415.0,318.0,415.0,318.0,677.0,286.0,677.0,功恩吀旦圭茄仕咍
249.0,159.0,282.0,159.0,282.0,373.0,249.0,373.0,𢭄𢚸篤論討𣦍
247.0,414.0,282.0,414.0,282.0,679.0,247.0,679.0,𠬠畨朱塊𠦳㝵庒涓
207.0,159.0,241.0,159.0,241.0,374.0,207.0,374.0,咏𦖻㗂呐𠄩边
209.0,413.0,243.0,413.0,243.0,680.0,209.0,680.0,冲𡎟沁最𥒥󰲵質重
167.0,161.0,200.0,161.0,200.0,375.0,167.0,375.0,雲仙欺𧘇咳䧺
169.0,416.0,207.0,416.0,207.0,680.0,169.0,680.0,𢪀𦋦買別武公害𨉓
127.0,160.0,161.0,160.0,161.0,377.0,127.0,377.0,𠶗唭昆造詐貞
132.0,415.0,166.0,415.0,166.0,681.0,132.0,681.0,𡦂緣到啅𡦂情対𢭂
90.0,161.0,124.0,161.0,124.0,377.0,90.0,377.0,計𦋦灾𮥷掣包
94.0,414.0,130.0,414.0,130.0,682.0,94.0,682.0,買𨕭塊𣷷吏𠓨冲𧯄
54.0,160.0,86.0,160.0,86.0,368.0,54.0,368.0,𦀊愁埃窖同王
57.0,414.0,92.0,414.0,92.0,682.0,57.0,682.0,另尼䋥兎﨤塘𣷭橷
20.0,160.0,50.0,160.0,50.0,378.0,20.0,378.0,冲𧯄畧乙𡢐囂
19.0,414.0,53.0,414.0,53.0,682.0,19.0,682.0,悶𦋦朱塊埃𢴿些𠫾
