261.0,32.0,282.0,32.0,282.0,261.0,261.0,261.0,等處清刑憲察使司憲察使
234.0,19.0,256.0,19.0,256.0,116.0,234.0,116.0,丁未十八年
244.0,119.0,256.0,119.0,256.0,191.0,244.0,191.0,明成化二
231.0,119.0,243.0,119.0,243.0,179.0,231.0,179.0,十三年
230.0,196.0,255.0,196.0,255.0,364.0,230.0,364.0,春二月禁僭越稱呼
198.0,36.0,227.0,36.0,227.0,342.0,198.0,342.0,三月會試天下士人取范珍等六十人
167.0,33.0,193.0,33.0,193.0,406.0,167.0,406.0,夏四月初七日上親臨策問以治道覧卷畢又宣
138.0,33.0,162.0,33.0,162.0,407.0,138.0,407.0,召優等進士入日光門親賜監别以陳崇頴為
107.0,31.0,131.0,31.0,131.0,405.0,107.0,405.0,第一阮德问申景雲㳄之並賜進士及第武耿
76.0,31.0,102.0,31.0,102.0,400.0,76.0,400.0,第三十名進士出身范珍等二十七名同進士
48.0,31.0,72.0,31.0,72.0,402.0,48.0,402.0,出身二十八日申明名呼令如親王卑下者
15.0,32.0,39.0,32.0,39.0,401.0,15.0,401.0,稱呼曰殿下嗣親王曰府下公侯伯駙馬一品
