244.0,31.0,271.0,31.0,271.0,370.0,244.0,370.0,以刘興孝為翰林院侍講參掌翰林院事
214.0,11.0,238.0,11.0,238.0,136.0,214.0,136.0,庚戌二十一年
226.0,140.0,239.0,140.0,239.0,198.0,226.0,198.0,明弘治
213.0,144.0,224.0,144.0,224.0,181.0,213.0,181.0,三年
213.0,199.0,240.0,199.0,240.0,411.0,213.0,411.0,春正月大集軍點目足放
182.0,32.0,206.0,32.0,206.0,136.0,182.0,136.0,回代番留守
152.0,31.0,180.0,31.0,180.0,404.0,152.0,404.0,定土官欠朝賀禮例近者一年二朝賀遠者一
124.0,31.0,147.0,31.0,147.0,407.0,124.0,407.0,年一朝賀如正旦不及許聖節欠一遭罷職二
92.0,31.0,116.0,31.0,116.0,137.0,92.0,137.0,遭拿來治罪
60.0,32.0,86.0,32.0,86.0,412.0,60.0,412.0,二月遣翰林院科󰱑錦衣衛校尉徃各府縣𭛁
31.0,28.0,56.0,28.0,56.0,412.0,31.0,412.0,官栗𭁈貧民貸食以荆門各府縣耕種不得民
4.0,31.0,28.0,31.0,28.0,413.0,4.0,413.0,多飢死故也定遷官交代𪠘宇令自今各衙
