258.0,11.0,283.0,11.0,283.0,408.0,258.0,408.0,大勳劳於開國之時宜饒死罪若鄭裡等爾朝臣
223.0,11.0,250.0,11.0,250.0,406.0,223.0,406.0,共議之勑諭左都督黎壽域曰夫此妖詩未必
190.0,11.0,221.0,11.0,221.0,406.0,190.0,406.0,師回所撰也疑似之間將可誣矣黎念阮耒鄭文
161.0,11.0,189.0,11.0,189.0,403.0,161.0,403.0,灑之句疑其可也壽域謂凶暴誠未至叛逆之指
129.0,10.0,158.0,10.0,158.0,404.0,129.0,404.0,安可恠爲師回如中絶命自天夭之尔可萌復仇
102.0,11.0,127.0,11.0,127.0,404.0,102.0,404.0,鳾心乎是時師回欲傾害黎念輩自作一詩棄之
71.0,12.0,95.0,12.0,95.0,405.0,71.0,405.0,于道使人流傳于轂輦之下詩曰人有二心尤可
41.0,12.0,68.0,12.0,68.0,406.0,41.0,406.0,疑似來終竟好为非土邉有或真凶暴水在西傍
13.0,11.0,36.0,11.0,36.0,66.0,13.0,66.0,社稷危
23.0,69.0,36.0,69.0,36.0,404.0,23.0,404.0,人有二心乃念字黎念也自來乃耒字阮
10.0,69.0,22.0,69.0,22.0,405.0,10.0,405.0,耒也土邉有或乃域字黎壽域也水在西
